id;ide;ide_other;ide_reason;ide_reason_other;ide_rating;ide_moving_reason;ide_moving_reason_other;language;language_other;language_reason;language_reason_other;language_rating;language_moving_reason;language_moving_reason_other;appstack;appstack_other;appstack_reason;appstack_reason_other;appstack_rating;appstack_moving_reason;appstack_moving_reason_other;architecture;architecture_other;architecture_reason;architecture_reason_other;architecture_rating;architecture_moving_reason;architecture_moving_reason_other;database;database_other;database_reason;database_reason_other;database_rating;database_moving_reason;database_moving_reason_other;devops;devops_reason;devops_reason_other;performance;performance_reason;performance_reason_other;exciting_tech;tech_choices;productivity_boost;job_description;job_description_other;company;teamsize;experience_years;country
5050f3c990b9acb904d082c126ca31f2;Eclipse IDE;;Familiarity: it's what I know;;7;;;Java 8 (or newer);;Functional superiority;;9;;;Java EE;;Familiarity: we know it the best;;6;;;Microservices;;Suitability: it fits our requirements most effectively;;8;;;;CouchDB;Suitability: it fits our architechture / requirements;;7;;;We are the DevOps ;Faster delivery of features;;We benchmark or have performance tests to catch regressions;Performance has never been a requirement;;Istio;We're good, it feels productive, and we know how to move forward;We need to care about performance more;Architect;;Enterprise Company (I work in a cubicle or large open plan office);3-9;19;United States of America (USA)
b9c0e4aae2317fac5aed038f495bf112;Eclipse IDE;;Company policy;;5;It's a fixed project / company requirement;;Java 7 (or older);;Company policy: we're a $LANG shop;;10;;;Java EE;;Company policy: we have other projects using the same stack;;8;;;SOA;;Company policy: all projects use it;;6;;;Oracle DB;;Company policy: we have licenses already;;10;;;We don't even have ops;Faster resolution of problems;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;"Dynatrace; YourKit; IntelliJ; Oracle 12c;";We're good, it feels productive, and we know how to move forward;We need to become DevOps;Software Developer;;Midsized company (I work in an open plan office);20-49;7;Germany
5ec299730c2e69acdad43c625b6da09b;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 7 (or older);;Ecosystem: community, tools, libraries;;8;;;Spring ;;It's functionally superior;;8;;;Monolith;;Suitability: it fits our requirements most effectively;;8;;;MySQL;;It's strongly encouraged by our application stack choice;;7;;;The Dev team and the Ops team work together;Stable operating environment;;We react to the user complains;Performance directly affects our bottom line;;not any specific tool, interested in all performance monitoring tools;We're good, it feels productive, and we know how to move forward;Project architecture;Software Developer;;Midsized company (I work in an open plan office);20-49;7;India
7aceff37b6aeb3fecf5fd00e2693e146;Eclipse IDE;;Project requires it;;8;;;Java 7 (or older);;Team skills: it was what we knew the best;;7;;;Java EE;;Ecosystem: tooling, libraries, plenty of users, and support;;8;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;9;;;Oracle DB;;Company policy: we have licenses already;;9;;;We are the DevOps ;Lowering complexity of the maintenance;;We react to the user complains;Performance has never been a requirement;;Can't think of anyhting;We're good, it feels productive, and we know how to move forward;Project architecture;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);3-9;18;Canada
d33bca41ca230cc0e9d803b21aa11429;Eclipse IDE;;Familiarity: it's what I know;;9;;;Scala;;Functional superiority;;10;;;Reactive stack, i.e. Play framework, Lagom, Vert.x, etc;;It's functionally superior;;9;;;Library or framework;;Suitability: it fits our requirements most effectively;;10;;;;None;;;;;;At least we talk to the Ops people;Lowering complexity of the maintenance;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;Scala/Spark;We're good, it feels productive, and we know how to move forward;I'm the rockstar ninja as is. I'm good.;Software Developer;;Small company (I work in a shared office space or small office);3-9;16;United States of America (USA)
c8b356a772bd736460f55d7eef14acc6;Eclipse IDE;;Familiarity: it's what I know;;8;;;Java 7 (or older);;Team skills: it was what we knew the best;;7;;;Java EE;;It's functionally superior;;7;;;SOA;;Our application stack encourages it;;6;;;Oracle DB;;Developer friendliness;;7;;;We have a DevOps engineer;Happier team;;We don't care;Performance has never been a requirement;;a;I wish we've chosen a different set of technologies;IDE;Developer Advocate/Technical Evangelist;;Startup (I work in a small cupboard at home);10-19;2;Brazil
81f3d1de1568d5fa452a4cc366cf5368;Eclipse IDE;;Company policy;;8;;;Java 7 (or older);;Ecosystem: community, tools, libraries;;8;;;Java EE;;Ecosystem: tooling, libraries, plenty of users, and support;;7;;;Split architecture: frontend / backend;;Our application stack encourages it;;7;;;;DB2;Company policy: we have licenses already;;6;;;At least we talk to the Ops people;Better internal communication;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;OpenShift;It feels unproductive, but the project is easy to maintain in production;We need to become DevOps;Architect;;Enterprise Company (I work in a cubicle or large open plan office);10-19;12;Netherlands
5f8763e308651bc65108e5d8f5af9f24;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;9;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;10;;;Split architecture: frontend / backend;;Company policy: all projects use it;;8;;;Oracle DB;;Company policy: we have licenses already;;9;;;We have a DevOps engineer;Better internal communication;;We benchmark or have performance tests to catch regressions;We don't know how to properly address performance issues;;Java 9;We're good, it feels productive, and we know how to move forward;Project architecture;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);100+;1;Brazil
600031da876906ed0d94c4365c4481c2;NetBeans IDE;;Familiarity: it's what I know;;8;;;Java 8 (or newer);;Functional superiority;;9;;;Java EE;;Ecosystem: tooling, libraries, plenty of users, and support;;8;;;Monolith;;Familiarity: we have the skills and know we can make it work;;8;;;Postgres;;Suitability: it fits our architechture / requirements;;7;;;The Dev team and the Ops team work together;Stable operating environment;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;Java 9;We're good, it feels productive, and we know how to move forward;Virtualization tools;Consultant;;Contractor / Freelance (I work when, where and for whom I want!);20-49;8;Colombia
c46b24f75dda0d8389ce7c3c1c18da1a;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Functional superiority;;8;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;9;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;8;;;MongoDB;;Suitability: it fits our architechture / requirements;;8;;;At least we talk to the Ops people;Faster delivery of features;;We react to the user complains;Performance directly affects our bottom line;;JDK9,Kotlin,Spring 5,Akka;We're good, it feels productive, and we know how to move forward;Project architecture;Software Developer;;Midsized company (I work in an open plan office);10-19;4;Serbia
27a49d05e24d1917d9aa71e0b53879af;NetBeans IDE;;Budget;;5;Not enough money in the budget;;Java 8 (or newer);;Company policy: we're a $LANG shop;;8;;;Java EE;;Familiarity: we know it the best;;6;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;9;;;MySQL;;Suitability: it fits our architechture / requirements;;9;;;We don't even have ops;Faster resolution of problems;;We react to the user complains;Performance has never been a requirement;;Java 9;Typically, it's a lot of firefighting and bugfixing. Not much development.;Project architecture;Software Developer;;Small company (I work in a shared office space or small office);3-9;1;Romania
ecf002b2e43c9e93b61fbc36c560e18c;Eclipse IDE;;Budget;;7;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;8;;;Spring ;;It's functionally superior;;9;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;6;;;Oracle DB;;Company policy: we have licenses already;;7;;;At least we talk to the Ops people;Faster delivery of features;;We have APMs and monitor health of the deployments;;Performance requirements of our customers are satisfied;GitLab, IntellJ IDEA Ultimate;We're good, it feels productive, and we know how to move forward;We need to become DevOps;Team Lead;;Enterprise Company (I work in a cubicle or large open plan office);10-19;25;Germany
7b57a91d2ad6881344f73bda2a66ea0b;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 8 (or newer);;Company policy: we're a $LANG shop;;5;The team is large and inflexible;;Spring ;;Company policy: we have other projects using the same stack;;5;It's a fixed project / company requirement;;Monolith;;Our application stack encourages it;;1;The team is large and inflexible;;Cassandra;;It's strongly encouraged by our application stack choice;;5;It's a fixed project / company requirement;;The Dev team and the Ops team work together;Stable operating environment;;We don't care;Performance has never been a requirement;;,;It's the worst, we barely move forward;Project architecture;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);3-9;15;Germany
b81f07c31f20b8acacc00de7b2c584ca;Eclipse IDE;;Functionality: it's superior;;8;;;Java 8 (or newer);;Functional superiority;;9;;;Java EE;;It's functionally superior;;9;;;Monolith;;Suitability: it fits our requirements most effectively;;10;;;MySQL;;Developer friendliness;;9;;;We are the DevOps ;Better internal communication;;We benchmark or have performance tests to catch regressions;;We're doing great;"Hibernate ORM 5; JBoss Modules; Java 9";We're good, it feels productive, and we know how to move forward;Project architecture;Team Lead;;Midsized company (I work in an open plan office);3-9;15;Great Britain
ecbf900c044a54b7c43210e08c244887;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Company policy: we're a $LANG shop;;8;;;No stack, i.e. plain old Java;;Project requirements: it was the best fit for this particular project;;8;;;SOA;;Suitability: it fits our requirements most effectively;;7;;;;Filesystem;Suitability: it fits our architechture / requirements;;7;;;We have a DevOps engineer;;Management is pushing half harsed DevOps;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;none;We're good, it feels productive, and we know how to move forward;We need to become DevOps;Software Developer;;Contractor / Freelance (I work when, where and for whom I want!);1-2;10;France
4c3c3389b8c904768f9bff950779df68;Eclipse IDE;;Functionality: it's superior;;10;;;Java 8 (or newer);;Functional superiority;;9;;;Lightweight frameworks, i.e. Dropwizard, SparkJava, Ratpack, etc ;;Ecosystem: tooling, libraries, plenty of users, and support;;9;;;Serverless;;Suitability: it fits our requirements most effectively;;9;;;MySQL;;Budget;;10;;;The Dev team and the Ops team work together;Better internal communication;;We have APMs and monitor health of the deployments;Performance tooling / experts are expensive;;AWS plugin;We're good, it feels productive, and we know how to move forward;Virtualization tools;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);20-49;3;India
06d95eda2c84669398348f2aed3b0bf0;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;8;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;9;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;10;;;Oracle DB;;;customer requirement;5;;it's a customer requirement;The Dev team and the Ops team work together;Faster resolution of problems;;We react to the user complains;We don't know how to properly address performance issues;;Angular (4);We're good, it feels productive, and we know how to move forward;We need to become DevOps;Software Developer;;Midsized company (I work in an open plan office);3-9;10;Germany
0815fdcbbfac4c3b40d03acbe6fb43f7;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 7 (or older);;;Lots of our customers still use Java 7 or older.;7;;;No stack, i.e. plain old Java;;Project requirements: it was the best fit for this particular project;;8;;;Library or framework;;Suitability: it fits our requirements most effectively;;9;;;;None;;;;;;The Dev team and the Ops team work together;Lowering complexity of the maintenance;;We have professional perf engineers in the team;Performance directly affects our bottom line;;AWS Lambda, Pivotal Cloud Foundry, Docker;It feels unproductive, but the project is easy to maintain in production;We need to become DevOps;Software Developer;;Small company (I work in a shared office space or small office);50-100;9;Turkey
b0f28ed587e7dd6345c93ee5d851cc86;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;8;;;;Android ;Ecosystem: tooling, libraries, plenty of users, and support;;7;;;Split architecture: frontend / backend;;Company policy: all projects use it;;7;;;Oracle DB;;Suitability: it fits our architechture / requirements;;6;;;At least we talk to the Ops people;Stable operating environment;;We benchmark or have performance tests to catch regressions;Performance has never been a requirement;;"React.js; Aurelia";It feels unproductive, but the project is easy to maintain in production;We need to become DevOps;Software Developer;;Midsized company (I work in an open plan office);10-19;15;Germany
f12af3bee3788380fff70d39bf75004f;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 8 (or newer);;Functional superiority;;9;;;Java EE;;Project requirements: it was the best fit for this particular project;;8;;;Desktop app;;Suitability: it fits our requirements most effectively;;7;;;;H2;Suitability: it fits our architechture / requirements;;8;;;The Dev team and the Ops team work together;Stable operating environment;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;None right now;The tools are fine, the project is just too old;We need to care about performance more;Architect;;Small company (I work in a shared office space or small office);3-9;10;Argentina
43de61c684f62136832a80e8de9896b5;Eclipse IDE;;Company policy;;7;;;Java 7 (or older);;Company policy: we're a $LANG shop;;8;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;7;;;SOA;;Our application stack encourages it;;6;;;;DB2;Company policy: we have licenses already;;6;;;At least we talk to the Ops people;Stable operating environment;;We benchmark or have performance tests to catch regressions;We don't know how to properly address performance issues;;Docker;The tools are fine, the project is just too old;We need to become DevOps;Team Lead;;Enterprise Company (I work in a cubicle or large open plan office);3-9;10;United States of America (USA)
8b71450faef89064ae283e29de8b393d;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;9;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;9;;;Monolith;;Company policy: all projects use it;;7;;;MySQL;;Developer friendliness;;9;;;The Dev team and the Ops team work together;Happier team;;We react to the user complains;Performance directly affects our bottom line;;Swagger;It feels unproductive, but the project is easy to maintain in production;Virtualization tools;Team Lead;;Enterprise Company (I work in a cubicle or large open plan office);3-9;8;Ukraine
7dd6ebed6516221ab7811dbc65ed5535;NetBeans IDE;;Functionality: it's superior;;8;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;9;;;Java EE;;Ecosystem: tooling, libraries, plenty of users, and support;;9;;;Monolith;;Familiarity: we have the skills and know we can make it work;;10;;;MS SQL;;Company policy: we have licenses already;;8;;;The Dev team and the Ops team work together;Faster resolution of problems;;We react to the user complains;Performance has never been a requirement;;"MicroProfile;Java EE 8; Vert.x; JCache";We're good, it feels productive, and we know how to move forward;Project architecture;Software Developer;;Midsized company (I work in an open plan office);3-9;8;Czech Republic
9deff3882b2b4b0f3cf87b11e40327e3;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 8 (or newer);;Functional superiority;;8;;;Custom in-house monstrocity;;Familiarity: we know it the best;;5;Not enough time / money to migrate the project though I know it'll be better;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;7;;;Postgres;;Suitability: it fits our architechture / requirements;;8;;;We don't even have ops;Stable operating environment;;We react to the user complains;Performance has never been a requirement;;docker;We're good, it feels productive, and we know how to move forward;We need to become DevOps;Team Lead;;Small company (I work in a shared office space or small office);1-2;15;France
6adfe6303d8cbf02fc4588df95153eba;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 8 (or newer);;Functional superiority;;9;;;No stack, i.e. plain old Java;;Project requirements: it was the best fit for this particular project;;9;;;Library or framework;;Suitability: it fits our requirements most effectively;;9;;;;H2;Developer friendliness;;7;;;The Dev team and the Ops team work together;Faster resolution of problems;;We react to the user complains;Performance has never been a requirement;;iText 7;We're good, it feels productive, and we know how to move forward;Project architecture;Team Lead;;Enterprise Company (I work in a cubicle or large open plan office);1-2;15;United States of America (USA)
4dd34afa4d28d2c3fec6ef54d5870d00;NetBeans IDE;;Budget;;6;;;Java 7 (or older);;;Had no time to learn Java 8 yet;5;Not enough time to learn the new language;;No stack, i.e. plain old Java;;;I write only pet projects, there's no need for frameworks;6;;;Desktop app;;;no team, just me;7;;;MySQL;;Familiarity: we know it the best;;8;;;We don't even have ops;Lowering complexity of the maintenance;;We don't care;We don't know how to properly address performance issues;;Android Studio, Kotlin;Typically, it's a lot of firefighting and bugfixing. Not much development.;IDE;Management (People/Project);;Small company (I work in a shared office space or small office);3-9;4;Hungary
15536b7647c245e0707342a32917ff45;IntelliJ IDEA;;Functionality: it's superior;;8;;;Java 8 (or newer);;Functional superiority;;7;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;6;;;Microservices;;Legacy reasons: it was picked ages ago, must have made sense then;;7;;;Oracle DB;;Suitability: it fits our architechture / requirements;;6;;;At least we talk to the Ops people;Happier team;;We react to the user complains;;Performance is a feature ;reactor, vuejs, react native, kotlin;We're good, it feels productive, and we know how to move forward;We need to become DevOps;Consultant;;Enterprise Company (I work in a cubicle or large open plan office);10-19;7;Great Britain
8762a69a4f18da14befb9c0fc2c93686;IntelliJ IDEA;;;Less work to get all the functionality I want;8;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;9;;;Spring ;;It's functionally superior;;7;;;Microservices;;Suitability: it fits our requirements most effectively;;7;;;Oracle DB;;Company policy: we have licenses already;;5;It's a fixed project / company requirement;;At least we talk to the Ops people;Lowering complexity of the maintenance;;We have APMs and monitor health of the deployments;Performance directly affects our bottom line;;Google Cloud Platform;We're good, it feels productive, and we know how to move forward;I need more tools not changing the existing;Architect;;Enterprise Company (I work in a cubicle or large open plan office);3-9;12;Great Britain
31c136a96e6adb61c50601084b91374f;IntelliJ IDEA;;Functionality: it's superior;;9;;;JavaScript;;;The browsers only understand JavaScript;6;;;Spring ;;Ecosystem: tooling, libraries, plenty of users, and support;;8;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;8;;;Redis;;Suitability: it fits our architechture / requirements;;9;;;We are the DevOps ;Faster delivery of features;;We have APMs and monitor health of the deployments;We don't know how to properly address performance issues;;Docker;We're good, it feels productive, and we know how to move forward;We need to become DevOps;Team Lead;;Small company (I work in a shared office space or small office);3-9;14;Spain
6d23c4dc9204286ea0c1fe760bbd1c21;IntelliJ IDEA;;Functionality: it's superior;;9;;;Scala;;Functional superiority;;10;;;Reactive stack, i.e. Play framework, Lagom, Vert.x, etc;;It's functionally superior;;10;;;Microservices;;Suitability: it fits our requirements most effectively;;8;;;Cassandra;;Suitability: it fits our architechture / requirements;;8;;;The Dev team and the Ops team work together;Stable operating environment;;We react to the user complains;Performance has never been a requirement;;"Lagom; Akka; Apache Flink; Apache Beam";We're good, it feels productive, and we know how to move forward;We need to become DevOps;Management (People/Project);;Small company (I work in a shared office space or small office);10-19;4;
72df2912b396657bbb9e132bddd0d539;Eclipse IDE;;Familiarity: it's what I know;;8;;;Java 7 (or older);;Ecosystem: community, tools, libraries;;7;;;Java EE;;Company policy: we have other projects using the same stack;;7;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;7;;;Oracle DB;;Company policy: we have licenses already;;8;;;We don't even have ops;Stable operating environment;;We react to the user complains;We don't know how to properly address performance issues;;Spring Boot;Typically, it's a lot of firefighting and bugfixing. Not much development.;Application stack ;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);3-9;20;United States of America (USA)
d11754b135aeb402fc2df22bd6eb21d1;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;7;;;Spring ;;It's functionally superior;;10;;;Monolith;;Legacy reasons: it was picked ages ago, must have made sense then;;5;Learning the ropes of a different architecture is too time-consuming / expensive;;MS SQL;;Company policy: we have licenses already;;10;;;Not interested, we like the wall where it is;Faster delivery of features;;We have APMs and monitor health of the deployments;Performance directly affects our bottom line;;"Kotlin;Spring Framework 5;ReactJS";We're good, it feels productive, and we know how to move forward;Programming language;Team Lead;;Midsized company (I work in an open plan office);100+;8;Brazil
04608cd99305653133af7656f50d721a;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;9;;;Spring ;;Project requirements: it was the best fit for this particular project;;8;;;Microservices;;Our application stack encourages it;;8;;;;in house;Company policy: we have licenses already;;6;;;At least we talk to the Ops people;Faster resolution of problems;;We have APMs and monitor health of the deployments;Performance directly affects our bottom line;;"hazelcast;";We're good, it feels productive, and we know how to move forward;Database;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);10-19;7;Great Britain
2df9e53318157fde1d2e67a73aa609ac;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Company policy: we're a $LANG shop;;6;;;Spring ;;Company policy: we have other projects using the same stack;;6;;;Split architecture: frontend / backend;;Legacy reasons: it was picked ages ago, must have made sense then;;7;;;MongoDB;;Company policy: we have licenses already;;3;It's a fixed project / company requirement;;At least we talk to the Ops people;Faster delivery of features;;We don't care;Performance tooling / experts are expensive;;Kotlin;Typically, it's a lot of firefighting and bugfixing. Not much development.;Programming language;Software Developer;;Small company (I work in a shared office space or small office);1-2;20;Great Britain
619eb75eb1a31337d8d84ad5aedce2e8;Eclipse IDE;;Project requires it;;7;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;9;;;Spring ;;Company policy: we have other projects using the same stack;;8;;;SOA;;Company policy: all projects use it;;5;It's a fixed project / company requirement;;Oracle DB;;Suitability: it fits our architechture / requirements;;8;;;The Dev team and the Ops team work together;Faster delivery of features;;We benchmark or have performance tests to catch regressions;Performance tooling / experts are expensive;;"Git;BitBucket;SonarQube";The tools are fine, the project is just too old;Project architecture;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);3-9;7;Switzerland
3cb1836cccde6db87487498cf8219a73;IntelliJ IDEA;;Functionality: it's superior;;9;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;9;;;Custom in-house monstrocity;;Project requirements: it was the best fit for this particular project;;4;The team is large and inflexible;;Split architecture: frontend / backend;;Legacy reasons: it was picked ages ago, must have made sense then;;5;The project kinda works, don't touch what's not completely broken;;MongoDB;;Suitability: it fits our architechture / requirements;;8;;;At least we talk to the Ops people;Happier team;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;A;It feels unproductive, but the project is easy to maintain in production;Application stack ;Architect;;Enterprise Company (I work in a cubicle or large open plan office);10-19;-1;Afghanistan
a6b76b4644c3da44e9b1e6d0c9830ec8;Eclipse IDE;;Familiarity: it's what I know;;10;;;Java 7 (or older);;Functional superiority;;9;;;Java EE;;It's functionally superior;;10;;;Microservices;;Hype: it was a modern approach;;10;;;;DB2;Suitability: it fits our architechture / requirements;;10;;;The Dev team and the Ops team work together;Faster delivery of features;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;Liberty from IBM;We're good, it feels productive, and we know how to move forward;I need more tools not changing the existing;Developer Advocate/Technical Evangelist;;Enterprise Company (I work in a cubicle or large open plan office);20-49;15;United States of America (USA)
ef4fb4ce76bccc8e8acda6bdf9d6d0fc;IntelliJ IDEA;;Functionality: it's superior;;9;;;JavaScript;;Ecosystem: community, tools, libraries;;8;;;No stack, i.e. plain old Java;;Project requirements: it was the best fit for this particular project;;8;;;Split architecture: frontend / backend;;Our application stack encourages it;;9;;;Redis;;Suitability: it fits our architechture / requirements;;9;;;At least we talk to the Ops people;Stable operating environment;;We have APMs and monitor health of the deployments;We don't know how to properly address performance issues;;React Fiber;It feels unproductive, but the project is easy to maintain in production;Application stack ;Team Lead;;Small company (I work in a shared office space or small office);3-9;5;Mexico
65ef6c32025e152e22b729df211ca3fe;IntelliJ IDEA;;Functionality: it's superior;;8;;;Scala;;Functional superiority;;9;;;Reactive stack, i.e. Play framework, Lagom, Vert.x, etc;;It's functionally superior;;8;;;Split architecture: frontend / backend;;Suitability: it fits our requirements most effectively;;7;;;Cassandra;;It's strongly encouraged by our application stack choice;;7;;;The Dev team and the Ops team work together;Faster resolution of problems;;We have APMs and monitor health of the deployments;Performance directly affects our bottom line;;kubernetes;We're good, it feels productive, and we know how to move forward;Virtualization tools;Architect;;Midsized company (I work in an open plan office);20-49;30;United States of America (USA)
5cbb1d622842903a047f6c07215f0ec1;NetBeans IDE;;Functionality: it's superior;;10;;;Java 8 (or newer);;Functional superiority;;10;;;Java EE;;It's functionally superior;;10;;;Monolith;;Suitability: it fits our requirements most effectively;;10;;;Oracle DB;;Suitability: it fits our architechture / requirements;;10;;;Not interested, we like the wall where it is;Stable operating environment;;Developers are equipped with profilers to monitor performance;Performance directly affects our bottom line;;"Java EE 8;WildFly Swarm;MicroProfile";We're good, it feels productive, and we know how to move forward;I'm the rockstar ninja as is. I'm good.;Architect;;Small company (I work in a shared office space or small office);3-9;20;Albania
49c6e94c178434348a2621f5833a4a75;IntelliJ IDEA;;Functionality: it's superior;;8;;;Groovy;;;Grails;9;;;;Grails 2.5.4 and React on JDK 7;Company policy: we have other projects using the same stack;;7;;;Split architecture: frontend / backend;;;code base is grails 2, react was chosen for this and another proj.;9;;;Oracle DB;;Familiarity: we know it the best;;8;;;We are the DevOps ;;c, d, and e;We have APMs and monitor health of the deployments;;careful coding to prevent performance problems, load balancers;In the last few years, react was the most fun, but everything moves so fast, it's hard to get attached;I wish we've chosen a different set of technologies;Application stack ;Software Developer;;Enterprise Company (I work in a cubicle or large open plan office);10-19;39;Canada
15bec347a5567af405887c6466f052d8;NetBeans IDE;;Familiarity: it's what I know;;10;;;Java 8 (or newer);;Functional superiority;;8;;;Java EE;;It's functionally superior;;8;;;Microservices;;Suitability: it fits our requirements most effectively;;8;;;MySQL;;Suitability: it fits our architechture / requirements;;8;;;The Dev team and the Ops team work together;Happier team;;We benchmark or have performance tests to catch regressions;Performance directly affects our bottom line;;Java 9;We're good, it feels productive, and we know how to move forward;We need to become DevOps;Software Developer;;Midsized company (I work in an open plan office);10-19;8;Malaysia
99e161d70788ea3f0dde0c1b95984c19;NetBeans IDE;;;I18N by default, and compat with  Java EE;7;;;Java 8 (or newer);;Ecosystem: community, tools, libraries;;8;;;Java EE;;Ecosystem: tooling, libraries, plenty of users, and support;;7;;;Monolith;;Legacy reasons: it was picked ages ago, must have made sense then;;3;It's a fixed project / company requirement;;Oracle DB;;Company policy: we have licenses already;;7;;;We don't even have ops;Better internal communication;;Developers are equipped with profilers to monitor performance;Performance tooling / experts are expensive;;Payara;It feels unproductive, but the project is easy to maintain in production;Project architecture;;Technical support;Enterprise Company (I work in a cubicle or large open plan office);100+;15;Japan
63a34dfc02796386da59df1dba8c83e6;IntelliJ IDEA;;Functionality: it's superior;;10;;;Java 8 (or newer);;Team skills: it was what we knew the best;;10;;;Reactive stack, i.e. Play framework, Lagom, Vert.x, etc;;Familiarity: we know it the best;;10;;;SOA;;Suitability: it fits our requirements most effectively;;7;;;;mariadb;Budget;;10;;;We have a DevOps engineer;Stable operating environment;;We have professional perf engineers in the team;Performance directly affects our bottom line;;vert.x ;We're good, it feels productive, and we know how to move forward;I'm the rockstar ninja as is. I'm good.;Software Developer;;Midsized company (I work in an open plan office);10-19;15;Switzerland
09a8bf1fc8f1777db440b33bd24d51ba;Eclipse IDE;;;The framework we use has its own plugins, that are only available for Eclipse.;3;It's a fixed project / company requirement;;Java 8 (or newer);;;It's given by the framework.;9;;;Java EE;;Project requirements: it was the best fit for this particular project;;7;;;Monolith;;Legacy reasons: it was picked ages ago, must have made sense then;;2;It's a fixed project / company requirement;;MS SQL;;;Given by the project;9;;;At least we talk to the Ops people;Lowering complexity of the maintenance;;We react to the user complains;Performance directly affects our bottom line;;Docker;I wish we've chosen a different set of technologies;Application stack ;Software Developer;;Midsized company (I work in an open plan office);3-9;3;Switzerland
c23311abfeb9eeeed2a33911e0b9a3b6;IntelliJ IDEA;;Company policy;;9;;;Java 8 (or newer);;Team skills: it was what we knew the best;;10;;;Spring ;;It's functionally superior;;8;;;Microservices;;Suitability: it fits our requirements most effectively;;7;;;MongoDB;;Suitability: it fits our architechture / requirements;;9;;;We are the DevOps ;Faster delivery of features;;We have APMs and monitor health of the deployments;Performance directly affects our bottom line;;Spring 5;We're good, it feels productive, and we know how to move forward;Application stack ;Software Developer;;Midsized company (I work in an open plan office);3-9;19;Belgium
